role,player_id,player_name,team,prototype_score,confidence,rank,main_positive_contributors,main_negative_contributors,instability_flags,team_context_flags,temporal_flags,review_category,why_review_needed,suggested_review_question,reviewer_decision,reviewer_comment,experiment_008_status
GK,139572,Amine El Ouaad,Ittihad Tanger,71.51107076853708,72.76550547311129,3.0,average_x_defensive_action;p_pass_length;pass_length,obv_pass_90;goals_faced_90;pass_length,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,477675,Mohamed Idar,Olympique Dcheïra,66.38027072693205,70.99794751834888,4.0,p_pass_length;pass_length;obv_pass_90,goals_faced_90;average_x_defensive_action;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,36951,Babacar Niasse,Difaâ El Jadida,62.71956263824022,77.61370353209044,5.0,average_x_defensive_action;p_pass_length;obv_pass_90,goals_faced_90;pass_length;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,139555,Aymane Majid,CODM Meknès,62.51704494420145,60.594353998989526,6.0,average_x_defensive_action;goals_faced_90;obv_pass_90,p_pass_length;pass_length;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,138972,Mahdi Benabid,Wydad Casablanca,50.69522827002397,76.85369691579847,7.0,obv_pass_90;goals_faced_90;p_pass_length,average_x_defensive_action;pass_length;p_pass_length,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,138950,Mehdi Harrar,Raja Casablanca,36.17141063173851,65.11864755675037,8.0,goals_faced_90;average_x_defensive_action;obv_pass_90,pass_length;p_pass_length;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,317852,Abderahmane El Houasli,UTS Rabat,35.25726487253641,71.17215109250633,9.0,obv_pass_90;pass_length;p_pass_length,goals_faced_90;p_pass_length;average_x_defensive_action,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,523287,Ismail Sayad,US Yacoub El Mansour,33.46356773530849,63.97210042763962,10.0,average_x_defensive_action;pass_length;goals_faced_90,p_pass_length;goals_faced_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,139011,Ahmed Reda Tagnaouti,FAR Rabat,30.58758056138213,67.73539902333496,12.0,goals_faced_90;p_pass_length;obv_pass_90,pass_length;obv_pass_90;average_x_defensive_action,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
GK,138841,Salaheddine Chihab,Maghreb Fès,30.747904998691947,77.86128354683453,11.0,goals_faced_90;pass_length;p_pass_length,obv_pass_90;average_x_defensive_action;p_pass_length,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,523308,Adil Khalloufi,US Yacoub El Mansour,74.86883938929184,83.7703887205584,1.0,obv_dribble_carry_90;ball_recoveries_90;through_balls_90,counterpressures_90;op_f3_passes_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;unstable_weight,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,477682,Ayoub Benaadi,Olympique Dcheïra,72.75466777426385,71.45191143863693,2.0,obv_pass_90;key_passes_90;through_balls_90,ball_recoveries_90;counterpressures_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,144436,Anas Serrhat,FUS Rabat,71.66171404515838,80.20897808997162,3.0,obv_dribble_carry_90;obv_pass_90;through_balls_90,counterpressures_90;key_passes_90;ball_recoveries_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,7717,Rayane Aabid,RSB Berkane,68.94794077723483,71.37868448688947,4.0,op_f3_passes_90;through_balls_90;obv_dribble_carry_90,counterpressures_90;ball_recoveries_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,424979,Soufiane Tazi,FUS Rabat,65.46751020408719,71.74637165691459,5.0,counterpressures_90;key_passes_90;op_f3_passes_90,ball_recoveries_90;obv_dribble_carry_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,313284,Achraf Harmach,Maghreb Fès,64.6878242119324,70.80248675472659,6.0,key_passes_90;through_balls_90;obv_pass_90,ball_recoveries_90;obv_dribble_carry_90;counterpressures_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,10689,Sabir Bougrine,Raja Casablanca,60.25185471324466,63.25334390699197,7.0,op_f3_passes_90;key_passes_90;through_balls_90,obv_dribble_carry_90;ball_recoveries_90;counterpressures_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,138983,Zine Eddine Derrag,FAR Rabat,60.21845224372968,70.82524080497244,8.0,through_balls_90;obv_pass_90;op_f3_passes_90,counterpressures_90;obv_dribble_carry_90;key_passes_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,140872,Mohamed Rabie Hrimat,FAR Rabat,59.54784623651305,70.64040293003077,9.0,obv_dribble_carry_90;op_f3_passes_90;obv_pass_90,counterpressures_90;through_balls_90;ball_recoveries_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,477680,Hamza Saoud,Olympique Dcheïra,59.36384627009205,69.90728526022596,10.0,obv_pass_90;obv_dribble_carry_90;key_passes_90,through_balls_90;counterpressures_90;ball_recoveries_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,138860,Youssef Michte,Difaâ El Jadida,25.510345012083786,73.36274034917506,34.0,counterpressures_90;ball_recoveries_90;through_balls_90,key_passes_90;op_f3_passes_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,523973,Hamza Rafa,KAC Marrakech,30.204742806725,71.29032451584234,33.0,ball_recoveries_90;counterpressures_90;obv_dribble_carry_90,key_passes_90;op_f3_passes_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,443951,Youness Akharraz,UTS Rabat,31.30495709922064,69.02132255934441,32.0,obv_pass_90;ball_recoveries_90;key_passes_90,op_f3_passes_90;counterpressures_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,407207,Ennaama El Bellali,Ittihad Tanger,33.55607567203257,75.86774469565896,31.0,counterpressures_90;obv_pass_90;obv_dribble_carry_90,op_f3_passes_90;through_balls_90;key_passes_90,limited_dataset_scope;single_metric_dimension;unstable_weight,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,194912,Faouzi Abd El Mouttalib,Ittihad Tanger,34.29059098956171,78.81729555585584,30.0,op_f3_passes_90;ball_recoveries_90;counterpressures_90,key_passes_90;obv_dribble_carry_90;through_balls_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,450709,Joseph Bakasu       ,Wydad Casablanca,35.48664701456672,76.15129670625491,29.0,through_balls_90;counterpressures_90;key_passes_90,obv_dribble_carry_90;op_f3_passes_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,477679,Redouane Oubidar,Olympique Dcheïra,36.14323527587034,74.15973832618778,28.0,ball_recoveries_90;counterpressures_90;op_f3_passes_90,obv_pass_90;key_passes_90;through_balls_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,442288,Adnane Berdad,CODM Meknès,38.43627104981434,82.5049909169376,27.0,through_balls_90;ball_recoveries_90;obv_dribble_carry_90,op_f3_passes_90;obv_pass_90;counterpressures_90,limited_dataset_scope;single_metric_dimension;unstable_weight,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,7183,Moctar Sidi El Hacen El Ide,Difaâ El Jadida,38.71298410052831,73.88949379792267,26.0,obv_dribble_carry_90;through_balls_90;ball_recoveries_90,op_f3_passes_90;obv_pass_90;key_passes_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,21648,Anas Tahiri,Maghreb Fès,39.827181430371205,63.03850355075743,25.0,op_f3_passes_90;key_passes_90;through_balls_90,counterpressures_90;obv_dribble_carry_90;ball_recoveries_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,138872,Oussama Mahrous,KAC Marrakech,52.04003920007446,70.37108551147267,15.0,obv_dribble_carry_90;counterpressures_90;key_passes_90,through_balls_90;op_f3_passes_90;ball_recoveries_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,138873,Abdelghafour Lamirat,Wydad Casablanca,57.81439547219295,77.73313639084986,12.0,through_balls_90;ball_recoveries_90;counterpressures_90,op_f3_passes_90;obv_pass_90;key_passes_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,139565,Larbi Naji,CODM Meknès,49.30304599865113,72.63265813591619,21.0,ball_recoveries_90;obv_pass_90;obv_dribble_carry_90,through_balls_90;op_f3_passes_90;key_passes_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,141254,Hamza Afsal,Maghreb Fès,56.09905475541976,70.64017409385711,14.0,key_passes_90;obv_dribble_carry_90;op_f3_passes_90,obv_pass_90;counterpressures_90;ball_recoveries_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
MID,143166,Zakaria Fati,US Yacoub El Mansour,51.94810965543293,69.49373324487027,16.0,through_balls_90;obv_dribble_carry_90;key_passes_90,obv_pass_90;ball_recoveries_90;counterpressures_90,limited_dataset_scope;single_metric_dimension;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,179311,Imad Riahi,RSB Berkane,72.77317529502041,63.1227481701732,1.0,key_passes_90;dribble_ratio;obv_pass_90,np_shots_90;np_xg_90;crossing_ratio,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,140874,Reda Slim,FAR Rabat,71.75782020202398,67.7115994633688,2.0,key_passes_90;obv_pass_90;crossing_ratio,dribble_ratio;np_shots_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,7550,Mounir Chouiar,RSB Berkane,65.90224149512333,76.2556755188893,3.0,crossing_ratio;dribble_ratio;key_passes_90,obv_pass_90;np_xg_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,138895,Abdelfattah Hadraf,FAR Rabat,64.73935922674305,64.49229521813919,4.0,dribble_ratio;crossing_ratio;key_passes_90,np_xg_90;obv_pass_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,139001,Youssef Anouar,CODM Meknès,62.96902682472179,62.929970846955726,5.0,dribble_ratio;key_passes_90;obv_pass_90,np_xg_90;crossing_ratio;np_shots_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,3302,Nordin Amrabat,Wydad Casablanca,62.59629076286974,63.47731377671078,6.0,key_passes_90;dribble_ratio;crossing_ratio,np_shots_90;np_xg_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,312935,Amine Azri,RSB Berkane,59.57944401089387,57.26221278689117,7.0,obv_dribble_carry_90;np_shots_90;np_xg_90,dribble_ratio;crossing_ratio;key_passes_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,132614,Walid Nassi Ouled Bentle,Wydad Casablanca,59.37594465247182,63.15034361014767,8.0,crossing_ratio;obv_dribble_carry_90;key_passes_90,np_shots_90;obv_pass_90;np_xg_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,460266,Youness Dahmani,UTS Rabat,58.77359688234873,75.15209241821121,9.0,np_shots_90;crossing_ratio;dribble_ratio,key_passes_90;obv_pass_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,134249,Adam Ennaffati,Raja Casablanca,56.9622718337313,62.54957248300145,10.0,dribble_ratio;key_passes_90;np_shots_90,crossing_ratio;np_xg_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,top_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,16208,Arthur Kevin Yamga,Maghreb Fès,29.197541447029952,58.550104513138336,25.0,crossing_ratio;obv_pass_90;dribble_ratio,obv_dribble_carry_90;np_shots_90;key_passes_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,139568,Youssef Zghoudi,KAC Marrakech,29.628530459458016,64.8794812411488,24.0,np_xg_90;obv_pass_90;key_passes_90,dribble_ratio;crossing_ratio;np_shots_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,358748,Abdellah Ait Brahim,Hassania Agadir,29.68359706457852,71.63270601510243,23.0,obv_pass_90;key_passes_90;np_shots_90,np_xg_90;obv_dribble_carry_90;crossing_ratio,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,199611,Youssef Mehri,RSB Berkane,30.7204521559394,69.18376814199604,22.0,np_xg_90;np_shots_90;obv_pass_90,obv_dribble_carry_90;key_passes_90;crossing_ratio,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,275341,Yazid Faffa,Renaissance Zemamra,30.833131349410536,67.94937389347777,21.0,obv_dribble_carry_90;np_shots_90;np_xg_90,crossing_ratio;obv_pass_90;dribble_ratio,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,bottom_rank_validation,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,409131,Abdellatif Benkassou,CODM Meknès,32.41131937107926,62.26259733336936,20.0,np_shots_90;np_xg_90;dribble_ratio,obv_pass_90;key_passes_90;crossing_ratio,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,435547,Abdallah Ziani,Difaâ El Jadida,43.40772667675903,66.65792822471067,19.0,np_xg_90;np_shots_90;obv_dribble_carry_90,dribble_ratio;key_passes_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,477555,Adam Brika,Maghreb Fès,45.88817185331104,73.64839458583901,18.0,crossing_ratio;np_xg_90;dribble_ratio,np_shots_90;key_passes_90;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,139008,Amine Souane,FUS Rabat,47.08393519436829,65.098118076661,17.0,np_shots_90;np_xg_90;dribble_ratio,obv_dribble_carry_90;key_passes_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,449373,Marouane Oujeddou,Renaissance Zemamra,48.74128448426231,72.14865510789338,16.0,dribble_ratio;np_shots_90;key_passes_90,obv_pass_90;crossing_ratio;obv_dribble_carry_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,139017,Salah-eddine Benyachou,FUS Rabat,48.961266142614406,64.93764680193618,15.0,np_shots_90;np_xg_90;crossing_ratio,dribble_ratio;obv_dribble_carry_90;obv_pass_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
WINGER,143490,Ahmed Hammoudan,FAR Rabat,49.2084720352847,70.43364808701011,14.0,obv_dribble_carry_90;crossing_ratio;dribble_ratio,obv_pass_90;key_passes_90;np_xg_90,limited_dataset_scope;single_metric_dimension;small_sample;unstable_weight;wide_confidence_interval,,,low_confidence_high_score,prototype validation gate requires expert review,"Does this ranking match role-specific football evidence, or is it context/noise driven?",,,expert_review_pending_full_population
