player_id,player_name,role,top_positive_contributors,weakest_dimensions,missing_metrics,confidence_reducers,derivation_warnings,why_score_is_research_only,research_only,production_ready
3252,Oussama Haddadi,CB,possession_security;progression;defensive_activity,possession_security;progression;defensive_activity,aerial_duels,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
363450,Youssef Riani,CF,pressing;link_play;box_presence,link_play;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
380596,Alí El Harrak El Harrak,CF,pressing;link_play;box_presence,link_play;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
393385,Nawfal Chninak,CF,link_play;pressing;box_presence,pressing;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
406860,Abdelaziz El Hamzaoui,CF,pressing;link_play;box_presence,link_play;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
409301,Jawad Ghabra,CF,pressing;box_presence;shot_threat,box_presence;shot_threat;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
416299,Mohamed Amine Katiba,CF,box_presence;link_play;pressing,link_play;pressing;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
442295,Reda Abardi,CF,pressing;link_play;box_presence,link_play;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
453613,Baba Bello Ilou,CF,shot_threat;box_presence;pressing,box_presence;pressing;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
462167,Livty Kpolo,CF,pressing;link_play;box_presence,link_play;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
477684,Brahim Amzili,CF,pressing;box_presence;link_play,box_presence;link_play;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
503286,Mehdi Balouk,CF,box_presence;pressing;shot_threat,pressing;shot_threat;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
522339,Souleymane Cissé,CF,shot_threat;pressing;box_presence,pressing;box_presence;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
522342,Younes El Bahraoui,CF,box_presence;pressing;shot_threat,pressing;shot_threat;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
523311,Anas Jabroun,CF,pressing;box_presence;shot_threat,box_presence;shot_threat;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
524001,Nasreddine Moustaghfir,CF,shot_threat;box_presence;pressing,box_presence;pressing;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
524246,Youness El Kaabi,CF,pressing;box_presence;shot_threat,box_presence;shot_threat;link_play,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
524392,Romuald Dacosta,CF,pressing;link_play;box_presence,link_play;box_presence;shot_threat,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
5507,Nicolás Alejandro Tagliafico,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
5691,Johan Andrés Mojica Palacio,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
5696,Santiago Arias Naranjo,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
28263,Gonzalo Ariel Montiel,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
29201,Nahuel Molina Lucero,FB,defensive_activity;carrying;wide_progression,carrying;wide_progression;crossing,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
29391,Nassim Ouammou,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
81364,Euclides da Silva Cabral,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
135851,Augusto de Jesus Corte Real Carneiro,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
136023,Rodrigue Kossi Fiogbé,FB,defensive_activity;carrying;wide_progression,carrying;wide_progression;crossing,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138843,Abdelilah Madkour,FB,defensive_activity;wide_progression;crossing,wide_progression;crossing;carrying,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138910,Jamal Ech-Chammakh,FB,crossing;carrying;wide_progression,carrying;wide_progression;defensive_activity,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138927,Saad El Morsli,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138945,Mohamed Boulacsout,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138949,Ayoub Boucheta,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138956,Anas Bach,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138966,Youssef Belammari,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138999,Marouane Lemzaouri,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
139549,Hamza El Janati,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
139560,Hamza El Moussaoui,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
139563,Ayoub Khairi,FB,carrying;defensive_activity;crossing,defensive_activity;crossing;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
140876,Mohamed Moufid,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
141741,Oussama Al Aiz,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
142789,Oussama Soukhane,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
143163,Hamza Semmoumy,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
144331,Oussama Raoui,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
152015,Zakaria Kiani,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
178342,Ettayb Boukhriss,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
312413,Soulaimane El Bouchqali,FB,crossing;carrying;wide_progression,carrying;wide_progression;defensive_activity,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
313287,Redouane Ait Lemkadem,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
313974,Mohamed El Abdi,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
314450,Anass Lamrabat,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
314451,Houdaifa El Mahasni,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
337496,Haytam Manaout,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
339278,Chemseddine Knaidil,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
405342,Guilherme Ferreira de Oliveira,FB,carrying;wide_progression;defensive_activity,wide_progression;defensive_activity;crossing,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
406864,Hamza Malki,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
409454,Ayoub Tine,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
442100,Marouane Ouhrou,FB,defensive_activity;carrying;wide_progression,carrying;wide_progression;crossing,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
442286,Oussama Daoui,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
442926,Ousmane Diallo,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
477677,Yassine Boughaz,FB,defensive_activity;carrying;wide_progression,carrying;wide_progression;crossing,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
522352,Hamza Fassoukh,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
523288,Abdelali Khouch,FB,crossing;carrying;wide_progression,carrying;wide_progression;defensive_activity,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
523293,Nassim Azzoubairi,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
523299,Youness Noussir,FB,crossing;defensive_activity;carrying,defensive_activity;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
523318,Younes El Khafi,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
523998,Zakaria Aiada,FB,defensive_activity;crossing;carrying,crossing;carrying;wide_progression,progressive_carries,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
6909,Damián Emiliano Martínez,GK,involvement_distribution;shot_facing_context;defensive_actions,involvement_distribution;shot_facing_context;defensive_actions,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
27225,Camilo Andrés Vargas Gil,GK,involvement_distribution;defensive_actions;shot_facing_context,involvement_distribution;defensive_actions;shot_facing_context,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
36951,Babacar Niasse,GK,shot_facing_context;involvement_distribution;defensive_actions,shot_facing_context;involvement_distribution;defensive_actions,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
138841,Salaheddine Chihab,GK,shot_facing_context;involvement_distribution;defensive_actions,shot_facing_context;involvement_distribution;defensive_actions,,SAMPLE_TOO_SMALL_LOCAL_11_MATCHES_NOT_PRODUCTION_READY;LOW_CONFIDENCE_EVENT_DERIVED_METRICS,event-derived;not provider-direct;small sample;formula-based prototype,Built only from Experiment 014 event-derived outputs; no licensed provider-direct backfill; no production coefficients; no production validation.,True,False
